x,BER Mean unrestricted,std,
1606,3.42E-03,1.20E-03,
1607,2.59E-03,1.43E-03,
1608,2.93E-03,1.25E-03,
1609,3.27E-03,1.56E-03,
1610,3.61E-03,1.68E-03,
1611,3.71E-03,2.90E-03,
1612,2.69E-03,1.98E-03,
1613,3.13E-03,1.80E-03,
1614,3.13E-03,2.60E-03,
1615,3.56E-03,3.14E-03,
1616,2.73E-03,2.41E-03,
1617,3.37E-03,2.32E-03,
1618,3.13E-03,1.88E-03,
1619,2.54E-03,1.66E-03,
1620,4.30E-03,1.67E-03,
1621,2.54E-03,1.95E-03,
1622,3.03E-03,1.31E-03,
1623,1.90E-03,1.01E-03,
1624,2.10E-03,1.59E-03,
1625,2.98E-03,1.77E-03,
1626,3.03E-03,1.13E-03,
1627,2.64E-03,1.35E-03,
1628,2.64E-03,1.38E-03,
1629,2.73E-03,1.53E-03,
1630,1.95E-03,1.27E-03,
1631,2.73E-03,2.07E-03,
1632,3.17E-03,1.30E-03,
1633,2.34E-03,1.51E-03,
1634,2.64E-03,1.92E-03,
1635,2.78E-03,1.47E-03,
1636,2.34E-03,2.06E-03,
1637,2.73E-03,1.50E-03,
1638,2.20E-03,1.20E-03,
1639,3.08E-03,1.36E-03,
1640,2.34E-03,1.19E-03,
1641,2.20E-03,1.03E-03,
1642,3.22E-03,1.83E-03,
1643,2.15E-03,9.57E-04,
1644,2.29E-03,1.00E-03,
1645,2.05E-03,1.21E-03,
1646,2.88E-03,1.22E-03,
1647,2.39E-03,1.06E-03,
1648,2.25E-03,1.37E-03,
1649,3.13E-03,1.59E-03,
1650,3.03E-03,1.19E-03,
1651,2.10E-03,1.31E-03,
1652,2.49E-03,1.52E-03,
1653,2.88E-03,1.20E-03,
1654,2.64E-03,1.10E-03,
1655,2.88E-03,2.64E-03,
1656,2.98E-03,2.12E-03,
1657,2.34E-03,1.34E-03,
1658,2.39E-03,9.63E-04,
1659,3.27E-03,1.26E-03,
1660,2.59E-03,1.29E-03,
1661,2.20E-03,1.08E-03,
1662,2.73E-03,1.44E-03,
1663,2.78E-03,1.14E-03,
1664,2.98E-03,1.71E-03,
1665,2.54E-03,1.04E-03,
1666,2.64E-03,9.32E-04,
1667,2.25E-03,1.18E-03,
1668,2.59E-03,1.38E-03,
1669,2.39E-03,1.26E-03,
1670,2.59E-03,1.31E-03,
1671,1.95E-03,9.26E-04,
1672,3.17E-03,1.24E-03,
1673,1.81E-03,1.77E-03,
1674,2.39E-03,1.24E-03,
1675,2.00E-03,1.96E-03,
1676,2.39E-03,9.63E-04,
1677,2.69E-03,1.26E-03,
1678,2.39E-03,9.12E-04,
1679,2.44E-03,1.77E-03,
1680,3.71E-03,3.03E-03,
1681,2.15E-03,1.69E-03,
1682,2.29E-03,8.47E-04,
1683,2.29E-03,1.71E-03,
1684,2.44E-03,1.16E-03,
1685,2.88E-03,1.20E-03,
1686,3.27E-03,1.81E-03,
1687,2.29E-03,1.16E-03,
1688,2.73E-03,1.69E-03,
1689,2.78E-03,1.83E-03,
1690,2.69E-03,1.35E-03,
1691,1.61E-03,1.09E-03,
1692,2.10E-03,1.40E-03,
1693,2.25E-03,6.62E-04,
1694,2.64E-03,1.24E-03,
1695,1.76E-03,1.64E-03,
1696,1.95E-03,1.36E-03,
1697,1.95E-03,1.00E-03,
1698,3.13E-03,2.23E-03,
1699,2.54E-03,1.25E-03,
1700,2.59E-03,1.58E-03,
1701,2.20E-03,1.42E-03,
1702,2.25E-03,1.71E-03,
1703,2.25E-03,2.00E-03,
1704,2.20E-03,1.78E-03,
1705,1.81E-03,1.47E-03,
1706,2.49E-03,1.63E-03,
1707,3.03E-03,1.65E-03,
1708,1.76E-03,1.26E-03,
1709,2.73E-03,1.14E-03,
1710,2.73E-03,1.92E-03,
1711,2.00E-03,1.24E-03,
1712,2.93E-03,1.95E-03,
1713,3.08E-03,1.66E-03,
1714,2.20E-03,1.44E-03,
1715,2.20E-03,1.44E-03,
1716,1.81E-03,1.35E-03,
1717,2.44E-03,1.66E-03,
1718,2.64E-03,1.20E-03,
1719,2.83E-03,1.25E-03,
1720,3.32E-03,1.80E-03,
1721,1.66E-03,9.57E-04,
1722,1.76E-03,1.33E-03,
1723,3.03E-03,2.44E-03,
1724,2.34E-03,1.67E-03,
1725,1.22E-03,9.33E-04,
1726,2.69E-03,1.30E-03,
1727,1.61E-03,1.26E-03,
1728,2.25E-03,1.44E-03,
1729,2.10E-03,9.28E-04,
1730,2.44E-03,1.68E-03,
1731,1.76E-03,1.67E-03,
1732,2.10E-03,5.80E-04,
1733,2.69E-03,1.24E-03,
1734,1.76E-03,1.28E-03,
1735,2.15E-03,1.42E-03,
1736,2.39E-03,1.88E-03,
1737,2.20E-03,1.10E-03,
1738,2.54E-03,1.72E-03,
1739,2.44E-03,1.38E-03,
1740,2.54E-03,2.15E-03,
1741,1.81E-03,1.14E-03,
1742,1.71E-03,8.53E-04,
1743,2.73E-03,1.10E-03,
1744,2.98E-03,1.41E-03,
1745,3.22E-03,1.28E-03,
1746,2.64E-03,1.03E-03,
1747,2.44E-03,6.18E-04,
1748,2.69E-03,1.50E-03,
1749,2.29E-03,1.59E-03,
1750,2.54E-03,1.94E-03,
1751,2.78E-03,1.18E-03,
1752,1.32E-03,7.89E-04,
1753,1.76E-03,9.06E-04,
1754,2.10E-03,7.26E-04,
1755,2.15E-03,1.18E-03,
1756,2.15E-03,9.06E-04,
1757,2.93E-03,2.39E-03,
1758,3.08E-03,1.50E-03,
1759,2.59E-03,1.90E-03,
1760,2.98E-03,1.61E-03,
1761,2.69E-03,1.78E-03,
1762,2.59E-03,1.93E-03,
1763,2.59E-03,1.85E-03,
1764,2.49E-03,1.63E-03,
1765,2.93E-03,1.09E-03,
1766,1.95E-03,1.85E-03,
1767,2.49E-03,1.75E-03,
1768,2.88E-03,1.52E-03,
1769,2.20E-03,9.58E-04,
1770,2.83E-03,1.67E-03,
1771,3.37E-03,1.34E-03,
1772,1.66E-03,1.26E-03,
1773,2.20E-03,1.45E-03,
1774,2.73E-03,2.42E-03,
1775,2.59E-03,1.88E-03,
1776,2.25E-03,1.33E-03,
1777,2.49E-03,1.26E-03,
1778,2.25E-03,1.75E-03,
1779,2.49E-03,2.05E-03,
1780,2.49E-03,1.52E-03,
1781,2.59E-03,1.58E-03,
1782,2.20E-03,1.24E-03,
1783,1.76E-03,7.93E-04,
1784,1.95E-03,1.16E-03,
1785,2.59E-03,1.03E-03,
1786,2.15E-03,1.28E-03,
1787,2.78E-03,9.28E-04,
1788,2.10E-03,1.83E-03,
1789,2.54E-03,1.48E-03,
1790,3.03E-03,1.74E-03,
1791,2.29E-03,1.09E-03,
1792,2.69E-03,1.55E-03,
1793,3.56E-03,1.50E-03,
1794,2.49E-03,1.37E-03,
1795,2.88E-03,1.73E-03,
1796,2.39E-03,8.01E-04,
1797,2.34E-03,9.72E-04,
1798,3.47E-03,2.21E-03,
1799,4.05E-03,2.20E-03,
1800,2.15E-03,9.57E-04,
1801,2.69E-03,1.40E-03,
1802,2.25E-03,1.22E-03,
1803,3.13E-03,1.50E-03,
1804,2.93E-03,1.95E-03,
1805,3.17E-03,1.50E-03,
1806,3.47E-03,1.86E-03,
1807,2.05E-03,1.84E-03,
1808,2.00E-03,1.54E-03,
1809,3.71E-03,2.21E-03,
1810,3.66E-03,1.74E-03,
1811,3.22E-03,1.78E-03,
1812,2.93E-03,1.43E-03,
1813,3.42E-03,1.53E-03,
1814,3.91E-03,1.36E-03,
1815,3.17E-03,2.48E-03,
1816,3.32E-03,1.72E-03,
1817,3.32E-03,1.51E-03,
1818,1.95E-03,1.60E-03,
1819,2.59E-03,1.03E-03,
1820,3.52E-03,7.18E-04,
1821,2.54E-03,6.10E-04,
1822,3.17E-03,1.22E-03,
1823,3.52E-03,1.23E-03,
1824,2.59E-03,1.18E-03,
1825,2.64E-03,1.76E-03,
1826,3.66E-03,1.96E-03,
1827,4.69E-03,1.55E-03,
1828,3.08E-03,1.54E-03,
1829,2.44E-03,1.09E-03,
1830,3.08E-03,2.36E-03,
1831,2.93E-03,1.72E-03,
1832,3.37E-03,1.86E-03,
1833,3.47E-03,1.50E-03,
1834,3.52E-03,1.77E-03,
1835,2.34E-03,8.11E-04,
1836,2.93E-03,1.56E-03,
1837,3.22E-03,1.88E-03,
1838,3.03E-03,1.23E-03,
1839,2.05E-03,7.81E-04,
1840,2.69E-03,2.00E-03,
1841,3.03E-03,1.46E-03,
1842,4.30E-03,1.48E-03,
1843,2.98E-03,1.54E-03,
1844,2.20E-03,1.30E-03,
1845,2.10E-03,7.58E-04,
1846,2.98E-03,1.82E-03,
1847,2.73E-03,1.62E-03,
1848,3.66E-03,1.80E-03,
1849,3.03E-03,1.81E-03,
1850,3.32E-03,1.86E-03,
1851,3.52E-03,2.56E-03,
1852,2.98E-03,1.64E-03,
1853,3.13E-03,1.44E-03,
1854,3.32E-03,1.57E-03,
1855,2.59E-03,1.61E-03,
1856,2.39E-03,1.08E-03,
1857,1.76E-03,1.38E-03,
1858,2.00E-03,1.54E-03,
1859,2.44E-03,1.62E-03,
1860,2.00E-03,1.19E-03,
1861,2.73E-03,2.00E-03,
1862,2.15E-03,1.16E-03,
1863,2.64E-03,1.42E-03,
1864,1.86E-03,1.56E-03,
1865,2.34E-03,1.99E-03,
1866,2.78E-03,1.58E-03,
1867,2.39E-03,1.71E-03,
1868,3.22E-03,2.07E-03,
1869,2.49E-03,2.23E-03,
1870,2.59E-03,1.58E-03,
1871,2.34E-03,1.36E-03,
1872,2.49E-03,2.35E-03,
1873,2.25E-03,1.88E-03,
1874,1.86E-03,1.70E-03,
1875,2.00E-03,1.57E-03,
1876,2.29E-03,1.66E-03,
1877,2.59E-03,2.17E-03,
1878,2.25E-03,1.37E-03,
1879,2.05E-03,1.43E-03,
1880,1.81E-03,1.45E-03,
1881,1.86E-03,1.32E-03,
1882,1.90E-03,1.19E-03,
1883,1.95E-03,1.16E-03,
1884,1.95E-03,1.13E-03,
1885,2.10E-03,1.14E-03,
1886,1.66E-03,1.10E-03,
1887,2.25E-03,1.10E-03,
1888,2.39E-03,1.68E-03,
1889,2.29E-03,5.37E-04,
1890,1.61E-03,1.09E-03,
1891,2.54E-03,1.70E-03,
1892,2.10E-03,1.03E-03,
1893,1.17E-03,9.57E-04,
1894,2.25E-03,1.20E-03,
1895,1.81E-03,1.35E-03,
1896,1.56E-03,6.10E-04,
1897,1.90E-03,1.10E-03,
1898,2.05E-03,1.65E-03,
1899,2.05E-03,1.21E-03,
1900,2.05E-03,1.45E-03,
1901,1.81E-03,1.33E-03,
1902,1.37E-03,1.17E-03,
1903,2.15E-03,8.23E-04,
1904,1.90E-03,1.30E-03,
1905,2.73E-03,2.17E-03,
1906,2.15E-03,2.13E-03,
1907,2.34E-03,1.29E-03,
1908,2.00E-03,1.24E-03,
1909,2.15E-03,1.56E-03,
1910,2.44E-03,2.30E-03,
1911,2.39E-03,1.58E-03,
1912,2.44E-03,1.20E-03,
1913,1.86E-03,1.27E-03,
1914,1.81E-03,1.00E-03,
1915,2.44E-03,9.00E-04,
1916,3.03E-03,1.77E-03,
1917,2.39E-03,8.01E-04,
1918,3.03E-03,1.46E-03,
1919,2.05E-03,1.67E-03,
1920,2.98E-03,1.19E-03,
1921,2.44E-03,1.18E-03,
1922,2.00E-03,1.30E-03,
1923,2.29E-03,6.92E-04,
1924,2.29E-03,8.75E-04,
1925,2.29E-03,8.75E-04,
1926,2.54E-03,9.21E-04,
1927,2.34E-03,1.11E-03,
1928,2.05E-03,1.46E-03,
1929,2.10E-03,1.14E-03,
1930,2.69E-03,1.47E-03,
1931,2.78E-03,1.43E-03,
1932,1.71E-03,1.01E-03,
1933,2.10E-03,1.50E-03,
1934,2.64E-03,6.97E-04,
1935,3.13E-03,2.32E-03,
1936,3.17E-03,2.03E-03,
1937,2.88E-03,1.46E-03,
1938,3.03E-03,1.96E-03,
1939,2.59E-03,6.92E-04,
1940,2.78E-03,1.71E-03,
1941,2.34E-03,1.04E-03,
1942,3.13E-03,1.30E-03,
1943,2.10E-03,1.50E-03,
1944,2.25E-03,1.03E-03,
1945,2.10E-03,1.07E-03,
1946,2.15E-03,1.28E-03,
1947,2.49E-03,1.24E-03,
1948,2.54E-03,1.39E-03,
1949,2.34E-03,1.63E-03,
1950,1.90E-03,1.54E-03,
1951,2.98E-03,1.90E-03,
1952,2.15E-03,1.22E-03,
1953,2.88E-03,7.06E-04,
1954,2.49E-03,1.83E-03,
1955,3.13E-03,1.74E-03,
1956,2.98E-03,1.70E-03,
1957,2.49E-03,1.16E-03,
1958,3.42E-03,1.79E-03,
1959,2.83E-03,1.65E-03,
1960,2.25E-03,1.42E-03,
1961,2.78E-03,1.24E-03,
1962,2.10E-03,1.27E-03,
1963,2.34E-03,1.32E-03,
1964,2.83E-03,2.26E-03,
1965,3.27E-03,1.65E-03,
1966,2.69E-03,2.09E-03,
1967,2.59E-03,1.27E-03,
1968,2.73E-03,1.58E-03,
1969,2.88E-03,2.08E-03,
1970,2.93E-03,1.00E-03,
1971,3.03E-03,1.17E-03,
1972,3.71E-03,1.83E-03,
1973,3.03E-03,1.54E-03,
1974,3.32E-03,2.09E-03,
1975,2.54E-03,1.21E-03,
1976,3.52E-03,2.52E-03,
1977,3.66E-03,2.21E-03,
1978,2.98E-03,1.12E-03,
1979,3.42E-03,2.40E-03,
1980,2.64E-03,1.07E-03,
1981,2.98E-03,1.73E-03,
1982,2.39E-03,1.30E-03,
1983,2.73E-03,1.33E-03,
1984,3.91E-03,2.44E-03,
1985,2.49E-03,1.06E-03,
1986,2.29E-03,1.45E-03,
1987,2.88E-03,1.35E-03,
1988,3.17E-03,1.37E-03,
1989,2.88E-03,1.46E-03,
1990,3.71E-03,2.09E-03,
1991,2.73E-03,1.30E-03,
1992,2.39E-03,1.39E-03,
1993,2.64E-03,1.35E-03,
1994,3.32E-03,1.91E-03,
1995,2.59E-03,1.36E-03,
1996,3.27E-03,1.00E-03,
1997,3.13E-03,1.35E-03,
1998,1.95E-03,1.46E-03,
1999,3.47E-03,1.24E-03,
2000,1.95E-03,1.88E-03,
2001,3.22E-03,2.78E-03,
